Sr. No,Security Symbol,Security Name,Industry,Equity,Market Capitalisation,Weightage,Beta,R2,Volatility,Monthly Return,Avg. Impact Cost,Market Capitalisation Type,Year,Month
16,HINDALCO,Hindalco Industries Ltd.,ALUMINIUM,1913513834,27359,1.54,1.92,0.6,2.28,3.01,0.09,Free,2010,Oct
17,HINDUNILVR,Hindustan Unilever Ltd.,DIVERSIFIED,2182119802,30855,1.73,0.49,0.12,1.73,-4.84,0.08,Free,2010,Oct
18,HDFC,Housing Development Finance Corporation Ltd.,FINANCE - HOUSING,2918256780,88835,4.99,1.03,0.47,1.93,-7.49,0.09,Free,2010,Oct
19,ITC,I T C Ltd.,CIGARETTES,7665465320,89763,5.05,0.66,0.23,1.55,-4.17,0.09,Free,2010,Oct
20,ICICIBANK,ICICI Bank Ltd.,BANKS,11474876390,133453,7.5,1.47,0.64,1.89,2.45,0.08,Free,2010,Oct
21,INFOSYSTCH,Infosys Technologies Ltd.,COMPUTERS - SOFTWARE,2869505505,143181,8.05,0.81,0.38,1.38,-4.21,0.06,Free,2010,Oct
22,IDFC,Infrastructure Development Finance Co. Ltd.,FINANCIAL INSTITUTION,14599962240,22871,1.29,1.22,0.42,1.91,-3.29,0.08,Free,2010,Oct
23,JPASSOCIAT,Jaiprakash Associates Ltd.,DIVERSIFIED,4252866364,13815,0.78,1.64,0.52,2.41,-3.02,0.08,Free,2010,Oct
24,JINDALSTEL,Jindal Steel & Power Ltd.,STEEL AND STEEL PRODUCTS,933943010,27085,1.52,1.14,0.46,1.43,-4.69,0.08,Free,2010,Oct
25,KOTAKBANK,Kotak Mahindra Bank Ltd.,BANKS,3665123320,16883,0.95,1.24,0.44,2.1,-6.5,0.09,Free,2010,Oct
26,LT,Larsen & Toubro Ltd.,ENGINEERING,1209896180,107539,6.05,0.93,0.45,1.61,-3.38,0.08,Free,2010,Oct
27,M&M,Mahindra & Mahindra Ltd.,AUTOMOBILES - 4 WHEELERS,2894243935,31296,1.76,1.18,0.39,1.72,2.51,0.08,Free,2010,Oct
28,MARUTI,Maruti Suzuki India Ltd.,AUTOMOBILES - 4 WHEELERS,1444550300,20526,1.15,0.65,0.16,1.63,4.84,0.08,Free,2010,Oct
29,NTPC,NTPC Ltd.,POWER,82454644000,24961,1.4,0.64,0.31,1.3,-11.0,0.07,Free,2010,Oct
30,ONGC,Oil & Natural Gas Corporation Ltd.,OIL EXPLORATION/PRODUCTION,21388725300,43979,2.47,0.59,0.18,0.99,-7.19,0.07,Free,2010,Oct
31,POWERGRID,Power Grid Corporation of India Ltd.,POWER,42088412300,5762,0.32,0.51,0.18,1.39,-7.47,0.08,Free,2010,Oct
32,PNB,Punjab National Bank,BANKS,3153025000,17176,0.97,0.78,0.37,1.23,-1.3,0.09,Free,2010,Oct
33,RANBAXY,Ranbaxy Laboratories Ltd.,PHARMACEUTICALS,2103770785,8811,0.5,0.85,0.25,1.88,2.01,0.08,Free,2010,Oct
34,RELCAPITAL,Reliance Capital Ltd.,FINANCE,2456328000,9193,0.52,1.28,0.43,1.94,1.69,0.06,Free,2010,Oct
35,RCOM,Reliance Communications Ltd.,TELECOMMUNICATION - SERVICES,10320134405,11998,0.67,1.05,0.22,1.84,7.27,0.08,Free,2010,Oct
36,RELIANCE,Reliance Industries Ltd.,REFINERIES,32880999960,185490,10.43,1.18,0.59,1.25,8.77,0.06,Free,2010,Oct
37,RELINFRA,Reliance Infrastructure Ltd.,POWER,2448702620,14529,0.82,1.23,0.43,1.47,-4.35,0.08,Free,2010,Oct
38,RPOWER,Reliance Power Ltd.,POWER,23968000000,5729,0.32,1.03,0.33,1.66,-3.06,0.07,Free,2010,Oct
39,SESAGOA,Sesa Goa Ltd.,MINING,859702559,12240,0.69,1.52,0.36,2.61,-6.8,0.08,Free,2010,Oct
40,SIEMENS,Siemens Ltd.,ELECTRICAL EQUIPMENT,674320400,12355,0.69,0.99,0.37,1.26,-2.01,0.07,Free,2010,Oct
41,SBIN,State Bank of India,BANKS,6349981150,81198,4.57,1.0,0.42,1.35,-3.71,0.05,Free,2010,Oct
42,SAIL,Steel Authority of India Ltd.,STEEL AND STEEL PRODUCTS,41304005450,11372,0.64,1.43,0.52,2.78,-13.15,0.07,Free,2010,Oct
43,STER,Sterlite Industries (India) Ltd.,METALS,3361567444,26762,1.5,1.7,0.56,2.17,-3.82,0.08,Free,2010,Oct
44,SUNPHARMA,Sun Pharmaceutical Industries Ltd.,PHARMACEUTICALS,1035581955,15857,0.89,0.43,0.1,1.31,3.93,0.07,Free,2010,Oct
45,SUZLON,Suzlon Energy Ltd.,ELECTRICAL EQUIPMENT,3490746130,4541,0.26,1.12,0.19,2.27,1.93,0.08,Free,2010,Oct
46,TCS,Tata Consultancy Services Ltd.,COMPUTERS - SOFTWARE,1957220996,53325,3,0.82,0.27,2.19,9.49,0.07,Free,2010,Oct
47,TATAMOTORS,Tata Motors Ltd.,AUTOMOBILES - 4 WHEELERS,5064819840,36971,2.08,1.42,0.4,1.77,4.03,0.05,Free,2010,Oct
48,TATAPOWER,Tata Power Co. Ltd.,POWER,2373072360,22613,1.27,0.66,0.26,1.35,0.45,0.08,Free,2010,Oct
49,TATASTEEL,Tata Steel Ltd.,STEEL AND STEEL PRODUCTS,9023890170,36525,2.05,1.67,0.58,2.08,-11.74,0.06,Free,2010,Oct
50,WIPRO,Wipro Ltd.,COMPUTERS - SOFTWARE,4902942976,21083,1.19,0.9,0.32,2.05,-9.09,0.08,Free,2010,Oct
1.0,ABB,ABB Ltd.,ELECTRICAL EQUIPMENT,423816750,4884,0.28,-0.02,-0.01,1.55,18.3,0.08,Free,2010,Sep
2.0,ACC,ACC Ltd.,CEMENT AND CEMENT PRODUCTS,187744866,9999,0.57,0.55,0.21,1.98,13.73,0.07,Free,2010,Sep
3.0,AMBUJACEM,Ambuja Cements Ltd.,CEMENT AND CEMENT PRODUCTS,3050728272,11495,0.66,0.57,0.19,2.3,11.99,0.08,Free,2010,Sep
4.0,AXISBANK,Axis Bank Ltd.,BANKS,4084649150,39083,2.23,1.27,0.67,1.44,15.48,0.06,Free,2010,Sep
5.0,BHEL,Bharat Heavy Electricals Ltd.,ELECTRICAL EQUIPMENT,4895200000,39163,2.23,0.49,0.42,0.87,2.99,0.06,Free,2010,Sep
6.0,BPCL,Bharat Petroleum Corporation Ltd.,REFINERIES,3615421240,9685,0.55,1.19,0.57,1.6,-1.54,0.07,Free,2010,Sep
7.0,BHARTIARTL,Bharti Airtel Ltd.,TELECOMMUNICATION - SERVICES,18987650480,44694,2.55,1.23,0.53,1.78,11.9,0.08,Free,2010,Sep
8.0,CAIRN,Cairn India Ltd.,OIL EXPLORATION/PRODUCTION,18974549430,14428,0.82,0.68,0.43,1.2,0.74,0.06,Free,2010,Sep
9.0,CIPLA,Cipla Ltd.,PHARMACEUTICALS,1605842714,16357,0.93,0.67,0.45,1.14,6.3,0.06,Free,2010,Sep
10.0,DLF,DLF Ltd.,CONSTRUCTION,3394891336,13714,0.78,1.33,0.55,1.83,25.25,0.07,Free,2010,Sep
11.0,GAIL,GAIL (India) Ltd.,GAS,12684774000,21451,1.22,1.14,0.59,1.48,3.35,0.07,Free,2010,Sep
12.0,HCLTECH,HCL Technologies Ltd.,COMPUTERS - SOFTWARE,1358608712,9913,0.57,0.81,0.38,1.6,9.99,0.08,Free,2010,Sep
13.0,HDFCBANK,HDFC Bank Ltd.,BANKS,4612316900,87681,5,0.66,0.42,1.2,16.64,0.06,Free,2010,Sep
14.0,HEROHONDA,Hero Honda Motors Ltd.,AUTOMOBILES - 2 AND 3 WHEELERS,399375000,17731,1.01,0.26,0.12,1.72,3.71,0.07,Free,2010,Sep
15.0,HINDALCO,Hindalco Industries Ltd.,ALUMINIUM,1913493834,25610,1.46,2.38,0.8,2.27,18.42,0.08,Free,2010,Sep
16.0,HINDUNILVR,Hindustan Unilever Ltd.,DIVERSIFIED,2182319802,32360,1.85,0.3,0.17,1.38,16.84,0.07,Free,2010,Sep
17.0,HDFC,Housing Development Finance Corporation Ltd.,FINANCE - HOUSING,2916571550,94658,5.4,1.22,0.51,1.81,16.94,0.08,Free,2010,Sep
18.0,ITC,I T C Ltd.,CIGARETTES,7659416160,93412,5.33,0.99,0.46,1.64,9.29,0.07,Free,2010,Sep
19.0,ICICIBANK,ICICI Bank Ltd.,BANKS,11468413640,127638,7.28,1.67,0.84,1.52,13.83,0.07,Free,2010,Sep
20.0,IDEA,Idea Cellular Ltd.,TELECOMMUNICATION - SERVICES,33006062550,5815,0.33,0.01,0.0,1.49,2.94,0.09,Free,2010,Sep
21.0,INFOSYSTCH,Infosys Technologies Ltd.,COMPUTERS - SOFTWARE,2869505505,146978,8.38,1.1,0.66,1.26,12.4,0.05,Free,2010,Sep
22.0,IDFC,Infrastructure Development Finance Co. Ltd.,FINANCIAL INSTITUTION,14597996190,23176,1.32,1.12,0.49,1.74,13.9,0.08,Free,2010,Sep
23.0,JPASSOCIAT,Jaiprakash Associates Ltd.,DIVERSIFIED,4252866364,13878,0.79,1.21,0.5,1.82,10.77,0.08,Free,2010,Sep
24.0,JINDALSTEL,Jindal Steel & Power Ltd.,STEEL AND STEEL PRODUCTS,933943010,27462,1.57,0.59,0.4,1.13,3.36,0.06,Free,2010,Sep
25.0,KOTAKBANK,Kotak Mahindra Bank Ltd.,BANKS,3660115300,17297,0.99,1.14,0.47,1.84,14.97,0.08,Free,2010,Sep
26.0,LT,Larsen & Toubro Ltd.,ENGINEERING,1209896180,108883,6.21,0.54,0.41,1.01,13.21,0.06,Free,2010,Sep
27.0,M&M,Mahindra & Mahindra Ltd.,AUTOMOBILES - 4 WHEELERS,2894243935,29496,1.68,0.38,0.26,1.12,10.34,0.07,Free,2010,Sep
28.0,MARUTI,Maruti Suzuki India Ltd.,AUTOMOBILES - 4 WHEELERS,1444550300,19062,1.09,0.58,0.34,1.3,14.58,0.06,Free,2010,Sep
29.0,NTPC,NTPC Ltd.,POWER,82454644000,27728,1.58,0.4,0.28,1.08,10.72,0.07,Free,2010,Sep
30.0,ONGC,Oil & Natural Gas Corporation Ltd.,OIL EXPLORATION/PRODUCTION,21388725300,47353,2.7,0.54,0.4,1.03,4.97,0.07,Free,2010,Sep
31.0,POWERGRID,Power Grid Corporation of India Ltd.,POWER,42088412300,6112,0.35,0.14,0.11,0.97,-2.11,0.08,Free,2010,Sep
32.0,PNB,Punjab National Bank,BANKS,3153025000,17207,0.98,0.57,0.47,0.91,9.57,0.07,Free,2010,Sep
33.0,RANBAXY,Ranbaxy Laboratories Ltd.,PHARMACEUTICALS,2103770785,8452,0.48,0.46,0.18,1.98,13.34,0.06,Free,2010,Sep
34.0,RELCAPITAL,Reliance Capital Ltd.,FINANCE,2456328000,8815,0.5,1.11,0.53,1.59,2.9,0.06,Free,2010,Sep
35.0,RCOM,Reliance Communications Ltd.,TELECOMMUNICATION - SERVICES,10320134405,11226,0.64,1.35,0.47,2.17,7.98,0.08,Free,2010,Sep
36.0,RELIANCE,Reliance Industries Ltd.,REFINERIES,32875652570,167019,9.53,1.75,0.84,1.59,7.4,0.05,Free,2010,Sep
37.0,RELINFRA,Reliance Infrastructure Ltd.,POWER,2448702620,14993,0.86,1.46,0.66,1.67,6.71,0.07,Free,2010,Sep
38.0,RPOWER,Reliance Power Ltd.,POWER,23968000000,5866,0.33,1.01,0.63,1.22,5.58,0.08,Free,2010,Sep
39.0,SIEMENS,Siemens Ltd.,ELECTRICAL EQUIPMENT,674320400,12444,0.71,0.49,0.29,1.28,18.89,0.07,Free,2010,Sep
40.0,SBIN,State Bank of India,BANKS,6349981150,83514,4.76,0.72,0.34,1.61,17.14,0.05,Free,2010,Sep
41.0,SAIL,Steel Authority of India Ltd.,STEEL AND STEEL PRODUCTS,41304005450,12013,0.69,0.81,0.64,0.97,9.86,0.07,Free,2010,Sep
42.0,STER,Sterlite Industries (India) Ltd.,METALS,3361567444,26484,1.51,1.8,0.51,2.71,10.53,0.08,Free,2010,Sep
43.0,SUNPHARMA,Sun Pharmaceutical Industries Ltd.,PHARMACEUTICALS,1035581955,15184,0.87,0.12,0.07,1.31,14.64,0.06,Free,2010,Sep
44.0,SUZLON,Suzlon Energy Ltd.,ELECTRICAL EQUIPMENT,3490746130,4291,0.24,0.64,0.18,2.75,13.3,0.08,Free,2010,Sep
45.0,TCS,Tata Consultancy Services Ltd.,COMPUTERS - SOFTWARE,1957220996,46946,2.68,1.02,0.48,1.61,9.86,0.06,Free,2010,Sep
46.0,TATAMOTORS,Tata Motors Ltd.,AUTOMOBILES - 4 WHEELERS,5064819840,35029,2,0.23,0.12,1.39,8.69,0.06,Free,2010,Sep
47.0,TATAPOWER,Tata Power Co. Ltd.,POWER,2373072360,21931,1.25,0.4,0.28,1.08,10.86,0.06,Free,2010,Sep
48.0,TATASTEEL,Tata Steel Ltd.,STEEL AND STEEL PRODUCTS,9023890170,40395,2.3,1.25,0.59,1.62,24.71,0.06,Free,2010,Sep
49.0,UNITECH,Unitech Ltd.,CONSTRUCTION,5035715656,11881,0.68,1.15,0.46,1.92,13.86,0.07,Free,2010,Sep
50.0,WIPRO,Wipro Ltd.,COMPUTERS - SOFTWARE,4901939080,22570,1.29,0.14,0.08,1.33,12.29,0.06,Free,2010,Sep
1,ACC,ACC Ltd.,CEMENT AND CEMENT PRODUCTS,187745266,10820.52,0.63,0.63,0.19,1.1,3.56,0.08,Free,2011,Apr
2,AMBUJACEM,Ambuja Cements Ltd.,CEMENT AND CEMENT PRODUCTS,3060356372,13012.82,0.75,0.93,0.23,2.02,7.33,0.08,Free,2011,Apr
3,AXISBANK,Axis Bank Ltd.,BANKS,4105458430,33093.94,1.91,1.33,0.55,1.97,-8.35,0.07,Free,2011,Apr
4,BAJAJ-AUTO,Bajaj Auto Ltd.,AUTOMOBILES - 2 AND 3 WHEELERS,2893670200,19935.36,1.15,0.65,0.2,1.12,0.73,0.07,Free,2011,Apr
5,BHEL,Bharat Heavy Electricals Ltd.,ELECTRICAL EQUIPMENT,4895200000,31611.42,1.83,0.8,0.37,1.79,-3.01,0.06,Free,2011,Apr
6,BPCL,Bharat Petroleum Corporation Ltd.,REFINERIES,3615421240,8134.63,0.47,0.68,0.12,1.52,2.89,0.08,Free,2011,Apr
7,BHARTIARTL,Bharti Airtel Ltd.,TELECOMMUNICATION - SERVICES,18987650480,45899.29,2.65,0.73,0.16,1.19,6.34,0.06,Free,2011,Apr
8,CAIRN,Cairn India Ltd.,OIL EXPLORATION/PRODUCTION,19019171010,15160.33,0.88,0.78,0.27,1.64,-0.54,0.05,Free,2011,Apr
9,CIPLA,Cipla Ltd.,PHARMACEUTICALS,1605842714,15705.12,0.91,0.48,0.13,1.14,-3.78,0.07,Free,2011,Apr
10,DLF,DLF Ltd.,CONSTRUCTION,3395094632,8081.89,0.47,1.52,0.52,2.05,-17.04,0.07,Free,2011,Apr
11,DRREDDY,Dr. Reddy's Laboratories Ltd.,PHARMACEUTICALS,846168735,20934.24,1.21,0.52,0.16,1.17,1.52,0.08,Free,2011,Apr
12,GAIL,GAIL (India) Ltd.,GAS,12684774000,21356.41,1.23,0.58,0.2,1.33,2.47,0.07,Free,2011,Apr
13,GRASIM,Grasim Industries Ltd.,TEXTILES - SYNTHETIC,916987780,15575.49,0.9,0.5,0.08,1.48,-0.18,0.08,Free,2011,Apr
14,HCLTECH,HCL Technologies Ltd.,COMPUTERS - SOFTWARE,1371455248,12576.99,0.73,1.03,0.36,2.99,9.05,0.07,Free,2011,Apr
15,HDFCBANK,HDFC Bank Ltd.,BANKS,4652256840,81807.23,4.73,1.03,0.53,1.54,-2.14,0.05,Free,2011,Apr
16,HEROHONDA,Hero Honda Motors Ltd.,AUTOMOBILES - 2 AND 3 WHEELERS,399375000,16318.2,0.94,0.46,0.05,2.67,7.58,0.06,Free,2011,Apr
17,HINDALCO,Hindalco Industries Ltd.,ALUMINIUM,1914397914,27763.32,1.61,1.57,0.52,1.98,3.3,0.06,Free,2011,Apr
18,HINDUNILVR,Hindustan Unilever Ltd.,DIVERSIFIED,2159436598,29550.37,1.71,0.56,0.19,1.63,-0.66,0.06,Free,2011,Apr
19,HDFC,Housing Development Finance Corporation Ltd.,FINANCE - HOUSING,2933773380,91865.68,5.31,1.13,0.5,1.8,0.8,0.06,Free,2011,Apr
20,ITC,I T C Ltd.,CIGARETTES,7738144280,102233.7,5.91,0.74,0.31,0.99,5.63,0.06,Free,2011,Apr
21,ICICIBANK,ICICI Bank Ltd.,BANKS,11514594300,128324.4,7.42,1.45,0.64,1.23,-0.16,0.06,Free,2011,Apr
22,INFOSYSTCH,Infosys Technologies Ltd.,COMPUTERS - SOFTWARE,2870757795,140099.51,8.1,0.86,0.4,2.44,-10.34,0.04,Free,2011,Apr
23,IDFC,Infrastructure Development Finance Co. Ltd.,FINANCIAL INSTITUTION,14609475480,15441.65,0.89,1.37,0.49,2.16,-6.02,0.06,Free,2011,Apr
24,JPASSOCIAT,Jaiprakash Associates Ltd.,DIVERSIFIED,4252866364,10639.65,0.62,1.7,0.49,2.83,-0.22,0.07,Free,2011,Apr
25,JINDALSTEL,Jindal Steel & Power Ltd.,STEEL AND STEEL PRODUCTS,934269031,25432.14,1.47,1.09,0.48,1.6,-6.1,0.06,Free,2011,Apr
26,KOTAKBANK,Kotak Mahindra Bank Ltd.,BANKS,3683233270,15196.87,0.88,1.17,0.44,1.89,-6.06,0.08,Free,2011,Apr
27,LT,Larsen & Toubro Ltd.,ENGINEERING,1217704252,85253.44,4.93,1.1,0.5,1.68,-3.41,0.07,Free,2011,Apr
28,M&M,Mahindra & Mahindra Ltd.,AUTOMOBILES - 4 WHEELERS,3069700545,35868.3,2.07,1.16,0.4,2.03,8.0,0.07,Free,2011,Apr
29,MARUTI,Maruti Suzuki India Ltd.,AUTOMOBILES - 4 WHEELERS,1444550300,17431.41,1.01,0.8,0.26,1.65,4.4,0.07,Free,2011,Apr
30,NTPC,NTPC Ltd.,POWER,82454644000,23299.85,1.35,0.68,0.32,1.29,-5.59,0.07,Free,2011,Apr
31,ONGC,Oil & Natural Gas Corporation Ltd.,OIL EXPLORATION/PRODUCTION,42777450600,41522.34,2.4,0.66,0.2,1.68,5.66,0.06,Free,2011,Apr
32,POWERGRID,Power Grid Corporation of India Ltd.,POWER,46297253530,14801.15,0.86,0.5,0.22,0.85,2.6,0.07,Free,2011,Apr
33,PNB,Punjab National Bank,BANKS,3153025000,15769.07,0.91,0.84,0.37,1.06,-2.28,0.08,Free,2011,Apr
34,RANBAXY,Ranbaxy Laboratories Ltd.,PHARMACEUTICALS,2106261540,6974.1,0.4,0.86,0.28,1.48,2.69,0.07,Free,2011,Apr
35,RELCAPITAL,Reliance Capital Ltd.,FINANCE,2456328000,6339.98,0.37,1.28,0.35,1.9,-3.49,0.07,Free,2011,Apr
36,RCOM,Reliance Communications Ltd.,TELECOMMUNICATION - SERVICES,10320134405,6632.98,0.38,1.18,0.21,2.18,-7.11,0.08,Free,2011,Apr
37,RELIANCE,Reliance Industries Ltd.,REFINERIES,32733726620,165825.12,9.59,0.96,0.49,1.31,-6.23,0.05,Free,2011,Apr
38,RELINFRA,Reliance Infrastructure Ltd.,POWER,2674202620,9226.24,0.53,1.23,0.25,1.39,-4.34,0.08,Free,2011,Apr
39,RPOWER,Reliance Power Ltd.,POWER,28050826060,7177.84,0.41,1.05,0.27,1.54,0.23,0.09,Free,2011,Apr
40,SESAGOA,Sesa Goa Ltd.,MINING,859702559,11946.68,0.69,1.31,0.32,2.59,7.74,0.05,Free,2011,Apr
41,SIEMENS,Siemens Ltd.,ELECTRICAL EQUIPMENT,680589800,13218.51,0.76,0.6,0.14,2.59,-1.63,0.06,Free,2011,Apr
42,SBIN,State Bank of India,BANKS,6349989910,72300.11,4.18,1.14,0.46,1.44,1.42,0.04,Free,2011,Apr
43,SAIL,Steel Authority of India Ltd.,STEEL AND STEEL PRODUCTS,41304005450,9330.38,0.54,1.17,0.43,1.67,-6.07,0.06,Free,2011,Apr
44,STER,Sterlite Industries (India) Ltd.,METALS,3361567444,25832.08,1.49,1.44,0.45,1.55,4.63,0.07,Free,2011,Apr
45,SUNPHARMA,Sun Pharmaceutical Industries Ltd.,PHARMACEUTICALS,1035581955,17500.63,1.01,0.57,0.17,1.29,5.25,0.06,Free,2011,Apr
46,TCS,Tata Consultancy Services Ltd.,COMPUTERS - SOFTWARE,1957220996,59195.24,3.42,0.94,0.36,2.11,-1.54,0.06,Free,2011,Apr
47,TATAMOTORS,Tata Motors Ltd.,AUTOMOBILES - 4 WHEELERS,5372168700,43234.47,2.5,1.44,0.46,1.82,-0.92,0.05,Free,2011,Apr
48,TATAPOWER,Tata Power Co. Ltd.,POWER,2373072360,21108.67,1.22,0.59,0.26,0.92,-2.3,0.08,Free,2011,Apr
49,TATASTEEL,Tata Steel Ltd.,STEEL AND STEEL PRODUCTS,9592144500,40528.98,2.34,1.29,0.53,1.23,-0.92,0.05,Free,2011,Apr
50,WIPRO,Wipro Ltd.,COMPUTERS - SOFTWARE,4908687068,22795.11,1.32,0.87,0.33,1.94,-6.23,0.07,Free,2011,Apr
1,ACC,,,1877452660,9358.0,17.69,0.65,0.21,1.11,-0.87,0.09,Free,2011,Aug
2,AMBUJACEM,,,3063982222,9998.0,18.9,0.84,0.21,1.38,2.86,0.09,Free,2011,Aug
3,AXISBANK,,,4120335430,27781.0,52.52,1.38,0.56,2.63,-19.79,0.09,Free,2011,Aug
4,BAJAJ-AUTO,,,2893670200,21117.0,39.92,0.77,0.27,2.12,7.07,0.12,Free,2011,Aug
5,BHARTIARTL,,,18987650480,48725.0,92.12,0.74,0.23,1.49,-7.46,0.09,Free,2011,Aug
6,BHEL,,,4895200000,27942.0,52.83,0.85,0.35,2.0,-3.87,0.07,Free,2011,Aug
7,BPCL,,,3615421240,8717.0,16.48,0.69,0.21,1.24,2.55,0.08,Free,2011,Aug
8,CAIRN,,,19022929240,10157.0,19.2,0.66,0.22,2.55,-9.49,0.11,Free,2011,Aug
9,CIPLA,,,1605842714,14244.0,26.93,0.66,0.24,1.62,-8.45,0.09,Free,2011,Aug
10,DLF,,,3395150248,7138.0,13.49,1.36,0.39,3.8,-14.83,0.1,Free,2011,Aug
11,DRREDDY,,,847379160,18858.0,35.65,0.59,0.23,1.6,-5.68,0.11,Free,2011,Aug
12,GAIL,,,12684774000,18443.0,34.87,0.57,0.2,1.48,-10.95,0.11,Free,2011,Aug
13,GRASIM,,,917018380,13868.0,26.22,0.63,0.25,1.53,-0.5,0.11,Free,2011,Aug
14,HCLTECH,,,1377377048,10083.0,19.06,1.09,0.43,3.35,-15.58,0.11,Free,2011,Aug
15,HDFC,,,2940499850,87799.0,166.0,1.14,0.51,2.06,-3.82,0.09,Free,2011,Aug
16,HDFCBANK,,,4667711360,84509.0,159.78,1.05,0.57,1.95,-3.05,0.11,Free,2011,Aug
17,HEROMOTOCO,,,399375000,19579.0,37.02,0.44,0.05,1.74,14.94,0.07,Free,2011,Aug
18,HINDALCO,,,1914419297,19368.0,36.62,1.4,0.45,3.09,-10.6,0.09,Free,2011,Aug
19,HINDUNILVR,,,2160683560,32862.0,62.13,0.5,0.16,0.75,-1.11,0.07,Free,2011,Aug
20,ICICIBANK,,,11519613370,100595.0,190.19,1.36,0.63,2.19,-15.77,0.08,Free,2011,Aug
21,IDFC,,,14630078390,13464.0,25.46,1.47,0.52,2.9,-9.6,0.09,Free,2011,Aug
22,INFY,,,2870938460,112954.0,213.56,0.93,0.43,2.83,-15.6,0.07,Free,2011,Aug
23,ITC,,,7748944660,106650.0,201.64,0.71,0.29,1.63,-4.01,0.08,Free,2011,Aug
24,JINDALSTEL,,,934509595,20253.0,38.29,1.05,0.49,2.85,-11.39,0.1,Free,2011,Aug
25,JPASSOCIAT,,,4252866364,6935.0,13.11,1.77,0.5,3.97,-7.88,0.09,Free,2011,Aug
26,KOTAKBANK,,,3689449755,16347.0,30.91,1.16,0.45,2.22,-0.53,0.11,Free,2011,Aug
27,LT,,,1221099382,86253.0,163.07,1.17,0.54,2.25,-6.76,0.09,Free,2011,Aug
28,M&M,,,3069874195,34054.0,64.38,1.14,0.4,2.34,2.41,0.08,Free,2011,Aug
29,MARUTI,,,1444550300,14440.0,27.3,0.78,0.3,1.91,-9.54,0.08,Free,2011,Aug
30,NTPC,,,82454644000,21638.0,40.91,0.73,0.32,1.55,-3.86,0.09,Free,2011,Aug
31,ONGC,,,42777450600,35519.0,67.15,0.56,0.16,1.82,-2.21,0.08,Free,2011,Aug
32,PNB,,,3168121570,12369.0,23.38,0.93,0.42,1.79,-17.29,0.11,Free,2011,Aug
33,POWERGRID,,,46297253530,14185.0,26.82,0.54,0.24,1.55,-4.66,0.08,Free,2011,Aug
34,RANBAXY,,,2107534630,7214.0,13.64,0.85,0.25,2.04,-12.43,0.09,Free,2011,Aug
35,RCOM,,,10320134405,5277.0,9.98,1.36,0.26,4.32,-21.66,0.11,Free,2011,Aug
36,RELCAPITAL,,,2456328000,4328.0,8.18,1.42,0.38,4.31,-33.25,0.1,Free,2011,Aug
37,RELIANCE,,,32742743160,132000.0,249.57,1.01,0.52,2.14,-5.48,0.09,Free,2011,Aug
38,RELINFRA,,,2653702620,6010.0,11.36,1.21,0.24,3.98,-19.31,0.11,Free,2011,Aug
39,RPOWER,,,28051264660,4660.0,8.81,1.11,0.33,3.16,-24.21,0.1,Free,2011,Aug
40,SAIL,,,41304005450,6320.0,11.95,1.11,0.38,3.2,-14.6,0.09,Free,2011,Aug
41,SBIN,,,6349989910,50883.0,96.2,1.22,0.52,1.86,-15.82,0.06,Free,2011,Aug
42,SESAGOA,,,869101423,9128.0,17.26,1.12,0.31,3.48,-14.91,0.09,Free,2011,Aug
43,SIEMENS,,,680589800,7533.0,14.24,0.54,0.13,1.16,-4.21,0.09,Free,2011,Aug
44,STER,,,3361568684,18128.0,34.27,1.24,0.43,2.18,-19.47,0.1,Free,2011,Aug
45,SUNPHARMA,,,1035581955,18472.0,34.92,0.67,0.21,1.81,-5.13,0.08,Free,2011,Aug
46,TATAMOTORS,,,5382725080,26036.0,49.23,1.38,0.44,3.39,-21.71,0.07,Free,2011,Aug
47,TATAPOWER,,,2373072360,16908.0,31.97,0.64,0.25,2.18,-18.46,0.1,Free,2011,Aug
48,TATASTEEL,,,9592144500,31190.0,58.97,1.22,0.55,2.91,-16.92,0.08,Free,2011,Aug
49,TCS,,,1957220996,52892.0,100.0,1.05,0.42,3.29,-8.32,0.07,Free,2011,Aug
50,WIPRO,,,4911647692,17046.0,32.23,0.88,0.38,2.14,-13.88,0.1,Free,2011,Aug
1,ACC,ACC Ltd.,CEMENT AND CEMENT PRODUCTS,1877452660,10609,0.76,0.66,0.55,1.91,-0.65,0.09,Free,2011,Dec
2,AMBUJACEM,Ambuja Cements Ltd.,CEMENT AND CEMENT PRODUCTS,3066027522,11690,0.83,0.83,0.49,2.56,4.61,0.11,Free,2011,Dec
3,AXISBANK,Axis Bank Ltd.,BANKS,4124910160,20928,1.49,1.35,0.76,2.64,-14.73,0.08,Free,2011,Dec
4,BAJAJ-AUTO,Bajaj Auto Ltd.,AUTOMOBILES - 2 AND 3 WHEELERS,2893670200,21357,1.52,0.76,0.56,1.34,-4.65,0.08,Free,2011,Dec
5,BHARTIARTL,Bharti Airtel Ltd.,TELECOMMUNICATION - SERVICES,18987650480,41309,2.94,0.74,0.52,2.56,-11.03,0.09,Free,2011,Dec
6,BHEL,Bharat Heavy Electricals Ltd.,ELECTRICAL EQUIPMENT,4895200000,18870,1.34,0.92,0.6,2.49,-15.51,0.11,Free,2011,Dec
7,BPCL,Bharat Petroleum Corporation Ltd.,REFINERIES,3615421240,6174,0.44,0.61,0.41,2.47,-11.18,0.10,Free,2011,Dec
